 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16.10.2025    Time:  10:45:57
 Units: L = cm   , T = hours, M = mmol 



                               Node( 38)

         time            h        theta    Temp  
        363.0000      -99.16  0.1177   20.000
        364.0000      -99.52  0.1176   20.000
        365.0000      -99.86  0.1176   20.000
        366.0000     -100.20  0.1175   20.000
        367.0000     -100.52  0.1174   20.000
        368.0000     -100.84  0.1173   20.000
        369.0000     -101.18  0.1173   20.000
        370.0000     -101.55  0.1172   20.000
        371.0000     -101.97  0.1171   20.000
        372.0000     -102.45  0.1170   20.000
        373.0000     -102.99  0.1169   20.000
        374.0000     -103.58  0.1168   20.000
        375.0000     -104.20  0.1166   20.000
        376.0000     -104.86  0.1165   20.000
        377.0000     -105.52  0.1163   20.000
        378.0000     -106.20  0.1162   20.000
        379.0000     -106.83  0.1160   20.000
        380.0000     -107.44  0.1159   20.000
        381.0000     -108.01  0.1158   20.000
        382.0000     -108.55  0.1157   20.000
        383.0000     -109.05  0.1156   20.000
        384.0000     -109.52  0.1155   20.000
        385.0000     -109.98  0.1154   20.000
        386.0000     -110.41  0.1153   20.000
        387.0000     -110.82  0.1152   20.000
        388.0000     -111.22  0.1151   20.000
        389.0000     -111.61  0.1150   20.000
        390.0000     -112.00  0.1149   20.000
        391.0000     -112.38  0.1148   20.000
        392.0000     -112.75  0.1148   20.000
        393.0000     -113.14  0.1147   20.000
        394.0000     -113.56  0.1146   20.000
        395.0000     -114.03  0.1145   20.000
        396.0000     -114.57  0.1144   20.000
        397.0000     -115.15  0.1142   20.000
        398.0000     -115.82  0.1141   20.000
        399.0000     -116.54  0.1139   20.000
        400.0000     -117.30  0.1138   20.000
        401.0000     -118.09  0.1136   20.000
        402.0000     -118.86  0.1134   20.000
        403.0000     -119.59  0.1133   20.000
        404.0000     -120.27  0.1131   20.000
        405.0000     -120.97  0.1130   20.000
        406.0000      -49.30  0.1412   20.000
        407.0000      -33.33  0.1613   20.000
        408.0000      -33.93  0.1602   20.000
        409.0000      -35.06  0.1583   20.000
        410.0000      -35.99  0.1567   20.000
        411.0000      -36.75  0.1554   20.000
        412.0000      -37.43  0.1542   20.000
        413.0000      -38.20  0.1532   20.000
        414.0000      -38.94  0.1524   20.000
        415.0000      -39.65  0.1516   20.000
        416.0000      -40.36  0.1508   20.000
        417.0000      -41.07  0.1499   20.000
        418.0000      -41.82  0.1491   20.000
        419.0000      -42.59  0.1482   20.000
        420.0000      -43.37  0.1473   20.000
        421.0000      -44.15  0.1464   20.000
        422.0000      -44.97  0.1455   20.000
        423.0000      -45.80  0.1445   20.000
        424.0000      -46.67  0.1435   20.000
        425.0000      -47.51  0.1425   20.000
        426.0000      -48.36  0.1419   20.000
        427.0000      -49.17  0.1413   20.000
        428.0000      -49.87  0.1407   20.000
        429.0000      -50.51  0.1402   20.000
        430.0000      -51.11  0.1398   20.000
        431.0000      -51.67  0.1393   20.000
        432.0000      -52.19  0.1389   20.000
        433.0000      -52.70  0.1386   20.000
        434.0000      -53.17  0.1382   20.000
        435.0000      -53.63  0.1378   20.000
        436.0000      -54.07  0.1375   20.000
        437.0000      -54.49  0.1372   20.000
        438.0000      -54.91  0.1369   20.000
        439.0000      -55.32  0.1365   20.000
        440.0000      -55.73  0.1362   20.000
        441.0000      -56.17  0.1359   20.000
        442.0000      -56.67  0.1355   20.000
        443.0000      -57.23  0.1351   20.000
        444.0000      -57.87  0.1346   20.000
        445.0000      -58.60  0.1340   20.000
        446.0000      -59.41  0.1334   20.000
        447.0000      -60.31  0.1328   20.000
        448.0000      -61.22  0.1324   20.000
        449.0000      -62.12  0.1319   20.000
        450.0000      -62.95  0.1315   20.000
        451.0000      -63.70  0.1311   20.000
        452.0000      -64.37  0.1308   20.000
        453.0000      -64.96  0.1305   20.000
        454.0000      -65.51  0.1302   20.000
        455.0000      -66.02  0.1299   20.000
        456.0000      -66.50  0.1297   20.000
        457.0000      -66.96  0.1295   20.000
        458.0000      -67.40  0.1292   20.000
        459.0000      -67.81  0.1290   20.000
        460.0000      -68.21  0.1288   20.000
        461.0000      -68.58  0.1286   20.000
        462.0000      -68.96  0.1285   20.000
        463.0000      -69.32  0.1283   20.000
        464.0000      -69.68  0.1281   20.000
        465.0000      -70.07  0.1279   20.000
        466.0000      -70.52  0.1277   20.000
        467.0000      -71.04  0.1274   20.000
        468.0000      -71.66  0.1271   20.000
        469.0000      -72.38  0.1267   20.000
        470.0000      -73.19  0.1263   20.000
        471.0000      -74.09  0.1259   20.000
        472.0000      -74.98  0.1254   20.000
        473.0000      -75.87  0.1250   20.000
        474.0000      -76.67  0.1247   20.000
        475.0000      -77.43  0.1245   20.000
        476.0000      -78.06  0.1243   20.000
        477.0000      -78.65  0.1241   20.000
        478.0000      -26.75  0.1749   20.000
        479.0000      -26.60  0.1753   20.000
        480.0000      -28.24  0.1712   20.000
        481.0000      -29.54  0.1680   20.000
        482.0000      -30.82  0.1656   20.000
        483.0000      -32.09  0.1634   20.000
        484.0000      -33.30  0.1613   20.000
        485.0000      -34.43  0.1594   20.000
        486.0000      -35.51  0.1575   20.000
        487.0000      -36.49  0.1558   20.000
        488.0000      -37.39  0.1543   20.000
        489.0000      -38.24  0.1532   20.000
        490.0000      -39.11  0.1522   20.000
        491.0000      -39.98  0.1512   20.000
        492.0000      -40.85  0.1502   20.000
        493.0000      -41.73  0.1492   20.000
        494.0000      -42.66  0.1481   20.000
        495.0000      -43.64  0.1470   20.000
        496.0000      -44.57  0.1459   20.000
        497.0000      -45.54  0.1448   20.000
        498.0000      -46.46  0.1437   20.000
        499.0000      -47.30  0.1428   20.000
        500.0000      -48.05  0.1421   20.000
        501.0000      -48.74  0.1416   20.000
        502.0000      -49.35  0.1411   20.000
        503.0000      -49.92  0.1407   20.000
        504.0000      -50.47  0.1403   20.000
        505.0000      -50.98  0.1399   20.000
        506.0000      -51.48  0.1395   20.000
        507.0000      -51.97  0.1391   20.000
        508.0000      -52.43  0.1388   20.000
        509.0000      -52.88  0.1384   20.000
        510.0000      -53.33  0.1381   20.000
        511.0000      -53.76  0.1377   20.000
        512.0000      -54.19  0.1374   20.000
        513.0000      -54.62  0.1371   20.000
        514.0000      -55.06  0.1367   20.000
        515.0000      -55.52  0.1364   20.000
        516.0000      -56.03  0.1360   20.000
        517.0000      -56.55  0.1356   20.000
        518.0000      -57.06  0.1352   20.000
        519.0000      -57.61  0.1348   20.000
        520.0000      -58.21  0.1343   20.000
        521.0000      -58.80  0.1339   20.000
        522.0000      -59.34  0.1335   20.000
        523.0000      -59.81  0.1331   20.000
        524.0000      -60.25  0.1329   20.000
        525.0000      -60.66  0.1326   20.000
        526.0000      -61.04  0.1325   20.000
        527.0000      -61.41  0.1323   20.000
        528.0000      -61.75  0.1321   20.000
        529.0000      -62.09  0.1319   20.000
        530.0000      -62.43  0.1318   20.000
        531.0000      -62.75  0.1316   20.000
        532.0000      -63.09  0.1314   20.000
        533.0000      -63.42  0.1313   20.000
        534.0000      -63.76  0.1311   20.000
        535.0000      -64.10  0.1309   20.000
        536.0000      -64.43  0.1307   20.000
        537.0000      -64.77  0.1306   20.000
        538.0000      -65.16  0.1304   20.000
        539.0000      -65.66  0.1301   20.000
        540.0000      -66.31  0.1298   20.000
        541.0000      -67.06  0.1294   20.000
        542.0000      -67.90  0.1290   20.000
        543.0000      -68.80  0.1285   20.000
        544.0000      -69.77  0.1281   20.000
        545.0000      -70.49  0.1277   20.000
        546.0000      -71.22  0.1273   20.000
        547.0000      -71.82  0.1270   20.000
        548.0000      -72.44  0.1267   20.000
        549.0000      -55.89  0.1361   20.000
        550.0000      -39.24  0.1521   20.000
        551.0000      -37.91  0.1536   20.000
        552.0000      -38.26  0.1532   20.000
        553.0000      -38.88  0.1525   20.000
        554.0000      -39.56  0.1517   20.000
        555.0000      -40.19  0.1509   20.000
        556.0000      -40.78  0.1503   20.000
        557.0000      -41.35  0.1496   20.000
        558.0000      -41.97  0.1489   20.000
        559.0000      -42.56  0.1482   20.000
        560.0000      -43.18  0.1475   20.000
        561.0000      -43.84  0.1468   20.000
        562.0000      -44.56  0.1459   20.000
        563.0000      -45.36  0.1450   20.000
        564.0000      -46.25  0.1440   20.000
        565.0000      -47.18  0.1429   20.000
        566.0000      -48.25  0.1420   20.000
        567.0000      -49.36  0.1411   20.000
        568.0000      -50.40  0.1403   20.000
        569.0000      -51.51  0.1395   20.000
        570.0000      -52.55  0.1387   20.000
        571.0000      -53.56  0.1379   20.000
        572.0000      -54.48  0.1372   20.000
        573.0000      -55.29  0.1366   20.000
        574.0000      -55.97  0.1360   20.000
        575.0000      -56.60  0.1356   20.000
        576.0000      -57.19  0.1351   20.000
        577.0000      -57.76  0.1347   20.000
        578.0000      -58.28  0.1343   20.000
        579.0000      -58.77  0.1339   20.000
        580.0000      -59.22  0.1336   20.000
        581.0000      -59.65  0.1332   20.000
        582.0000      -60.09  0.1329   20.000
        583.0000      -60.53  0.1327   20.000
        584.0000      -60.98  0.1325   20.000
        585.0000      -18.82  0.1998   20.000
        586.0000      -22.23  0.1877   20.000
        587.0000      -24.66  0.1802   20.000
        588.0000      -26.93  0.1745   20.000
