

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   165.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.298599E+01    -70.285    -65.794    -54.385     165
   166.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.299183E+01    -70.238    -65.916    -54.827     166
   167.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.299748E+01    -70.215    -66.037    -55.261     167
   168.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.300294E+01    -70.264    -66.189    -55.683     168
   169.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.300822E+01    -70.350    -66.356    -56.092     169
   170.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.301332E+01    -70.471    -66.540    -56.489     170
   171.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.301825E+01    -70.616    -66.735    -56.872     171
   172.00000 -0.361775E+01  0.228210E+00 -0.361775E+01  0.228210E+00 -0.302302E+01    -70.780    -66.940    -57.241     172
   173.00000 -0.361775E+01  0.228625E+00 -0.361775E+01  0.228625E+00 -0.302763E+01    -70.959    -67.152    -57.598     173
   174.00000 -0.361775E+01  0.228923E+00 -0.361775E+01  0.228923E+00 -0.303208E+01    -71.287    -67.467    -57.941     174
   175.00000 -0.361775E+01  0.229356E+00 -0.361775E+01  0.229356E+00 -0.303638E+01    -71.544    -67.734    -58.274     175
   176.00000 -0.361775E+01  0.230654E+00 -0.361775E+01  0.230654E+00 -0.304054E+01    -71.874    -68.051    -58.595     176
   177.00000 -0.361775E+01  0.232566E+00 -0.361775E+01  0.232566E+00 -0.304457E+01    -72.464    -68.556    -58.907     177
   178.00000 -0.361775E+01  0.235559E+00 -0.361775E+01  0.235559E+00 -0.304845E+01    -73.184    -69.158    -59.212     178
   179.00000 -0.361775E+01  0.239681E+00 -0.361775E+01  0.239681E+00 -0.305221E+01    -74.224    -69.992    -59.511     179
   180.00000 -0.361775E+01  0.244543E+00 -0.361775E+01  0.244543E+00 -0.305583E+01    -75.530    -70.756    -59.811     180
   181.00000 -0.361775E+01  0.250927E+00 -0.361775E+01  0.250927E+00 -0.305936E+01    -77.200    -71.917    -60.181     181
   182.00000 -0.361775E+01  0.255964E+00 -0.361775E+01  0.255964E+00 -0.306283E+01    -79.680    -73.548    -60.568     182
   183.00000 -0.361775E+01  0.260839E+00 -0.361775E+01  0.260839E+00 -0.306625E+01    -81.352    -74.771    -60.946     183
   184.00000 -0.361775E+01  0.266095E+00 -0.361775E+01  0.266095E+00 -0.306962E+01    -83.020    -76.051    -61.324     184
   185.00000 -0.361775E+01  0.269243E+00 -0.361775E+01  0.269243E+00 -0.307293E+01    -84.775    -77.406    -61.706     185
   186.00000 -0.361775E+01  0.271233E+00 -0.361775E+01  0.271233E+00 -0.307619E+01    -85.401    -78.059    -62.092     186
   187.00000 -0.361775E+01  0.272550E+00 -0.361775E+01  0.272550E+00 -0.307940E+01    -85.621    -78.460    -62.484     187
   188.00000 -0.361775E+01  0.273089E+00 -0.361775E+01  0.273089E+00 -0.308255E+01    -85.504    -78.651    -62.881     188
   189.00000 -0.361775E+01  0.273089E+00 -0.361775E+01  0.273089E+00 -0.308565E+01    -85.093    -78.626    -63.281     189
   190.00000 -0.361775E+01  0.273150E+00 -0.361775E+01  0.273150E+00 -0.308869E+01    -84.531    -78.478    -63.681     190
   191.00000 -0.361775E+01  0.273198E+00 -0.361775E+01  0.273198E+00 -0.309168E+01    -84.113    -78.395    -64.080     191
   192.00000 -0.361775E+01  0.273198E+00 -0.361775E+01  0.273198E+00 -0.309461E+01    -83.763    -78.326    -64.476     192
   193.00000 -0.361775E+01  0.273198E+00 -0.361775E+01  0.273198E+00 -0.309748E+01    -83.481    -78.275    -64.865     193
   194.00000 -0.361775E+01  0.273212E+00 -0.361775E+01  0.273212E+00 -0.310030E+01    -83.267    -78.251    -65.248     194
   195.00000 -0.361775E+01  0.273212E+00 -0.361775E+01  0.273212E+00 -0.310308E+01    -83.117    -78.252    -65.622     195
   196.00000 -0.361775E+01  0.273212E+00 -0.361775E+01  0.273212E+00 -0.310580E+01    -83.005    -78.268    -65.987     196
   197.00000 -0.361775E+01  0.273533E+00 -0.361775E+01  0.273533E+00 -0.310847E+01    -82.932    -78.303    -66.343     197
   198.00000 -0.361775E+01  0.273788E+00 -0.361775E+01  0.273788E+00 -0.311109E+01    -83.048    -78.459    -66.688     198
   199.00000 -0.361775E+01  0.274157E+00 -0.361775E+01  0.274157E+00 -0.311367E+01    -83.128    -78.586    -67.024     199
   200.00000 -0.361775E+01  0.275446E+00 -0.361775E+01  0.275446E+00 -0.311620E+01    -83.297    -78.772    -67.349     200
   200.50000 -0.482319E+01  0.276683E+00 -0.482319E+01  0.276683E+00 -0.311746E+01    -10.783    -12.444    -67.512     201
   202.00000 -0.482319E+01  0.282126E+00 -0.482319E+01  0.282126E+00 -0.313173E+01    -29.768    -26.749    -34.624     202
   203.00000 -0.482319E+01  0.286762E+00 -0.482319E+01  0.286762E+00 -0.320329E+01    -33.606    -30.337    -27.736     203
   204.00000 -0.482319E+01  0.292514E+00 -0.482319E+01  0.292514E+00 -0.328951E+01    -36.423    -32.988    -27.826     204
   205.00000 -0.482319E+01  0.298859E+00 -0.482319E+01  0.298859E+00 -0.336362E+01    -38.637    -35.087    -28.816     205
   206.00000 -0.482319E+01  0.305475E+00 -0.482319E+01  0.305475E+00 -0.342160E+01    -40.573    -36.866    -29.799     206
